"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"BHJYC11942","No","Yes","Yes","Yes","Yes","Yes"
"ZJKLT05726","No","Yes","Yes","Yes","No","Yes"
"QTLMB26459","Yes","No","No","Yes","Yes","No"
"KAPQG04917","No","No","No","No","No","No"
"MMFUH37935","No","No","No","Yes","Yes","No"
"SKVMF05782","Yes","No","No","Yes","No","No"
"FALIX10255","No","No","No","No","No","No"
"XSOJX78805","Yes","Yes","No","No","No","Yes"
"ZBNGW04955","No","No","Yes","No","No","No"
"AJDTL72712","Yes","No","Yes","No","Yes","No"
"PKIHD78338","No","Yes","No","Yes","Yes","Yes"
"KAJFD57911","No","Yes","Yes","Yes","No","No"
"TWRVK08536","Yes","Yes","Yes","Yes","No","Yes"
"RHSNB44566","No","No","Yes","No","No","No"
"IMGCQ98091","No","No","No","Yes","Yes","No"
"QBVBI20732","Yes","No","No","No","No","Yes"
"PGNCD61697","Yes","Yes","Yes","No","Yes","Yes"
"BUCFV26925","Yes","No","Yes","Yes","Yes","No"
"IRKSF16441","No","No","Yes","Yes","Yes","No"
"SEGFY13049","No","No","Yes","Yes","Yes","No"
"WJJPR97773","No","No","Yes","No","Yes","No"
"IKGQH57325","No","Yes","Yes","Yes","Yes","Yes"
"QAREY20871","Yes","No","Yes","No","No","No"
"CZMLL42297","No","No","No","No","No","No"
"KHCWD49403","Yes","Yes","No","No","No","Yes"
"SVNWV63604","No","Yes","No","No","No","No"
"NOZFC52263","Yes","No","No","No","Yes","No"
"LHZOD10622","No","No","No","No","No","No"
"EAGWC88063","No","No","No","No","Yes","No"
"DYBQN67692","No","Yes","No","Yes","No","No"
"TZMJL24089","Yes","Yes","Yes","Yes","Yes","No"
"DBMUS19966","No","No","No","No","No","No"
"FPAXX14329","Yes","No","No","No","No","No"
"XKKNJ26802","Yes","Yes","No","No","No","Yes"
"BJDSI81824","Yes","No","No","Yes","No","No"
"WNUIB13898","No","Yes","No","Yes","Yes","No"
"THJBS46125","Yes","No","Yes","Yes","Yes","No"
"ZTDOZ15305","No","Yes","No","No","Yes","No"
"POCOP58426","No","Yes","Yes","Yes","No","No"
"TOKRI94921","Yes","No","No","No","Yes","No"
"LAFGP07954","Yes","Yes","Yes","Yes","Yes","Yes"
"DFXKO06112","No","No","No","Yes","Yes","No"
"BUYVG80353","Yes","Yes","Yes","No","No","No"
"JDYNW66207","No","Yes","Yes","No","No","No"
"ZYEKH58976","Yes","Yes","No","Yes","Yes","No"
"OOVCJ50845","No","Yes","No","No","No","Yes"
"CSDJP17409","No","No","No","Yes","No","No"
"TRJUU94501","No","No","No","No","Yes","No"
"SSPWD45818","No","No","No","No","No","No"
"HQMGZ48134","No","No","No","Yes","No","Yes"
"CNOZC49035","Yes","No","Yes","Yes","No","No"
"GAVAP08225","No","No","No","Yes","No","No"
"OYMSE30554","Yes","No","No","No","No","No"
"QZLXF72424","No","No","No","No","No","No"
"QRPZR83259","No","No","Yes","No","No","No"
"YGEFM24764","No","No","No","No","No","No"
"YDAVZ22761","No","No","No","No","No","No"
"XEYAN06614","No","No","No","No","No","No"
"XKKWR13975","No","Yes","Yes","No","No","No"
"FXSCK92497","Yes","Yes","No","Yes","Yes","Yes"
"WXBGI47184","Yes","Yes","Yes","Yes","Yes","Yes"
"HECZI04861","Yes","Yes","No","No","Yes","No"
"MJEFC56565","No","Yes","Yes","No","Yes","Yes"
"CAXOA56403","No","No","No","Yes","No","Yes"
"MHCZW39465","No","No","Yes","No","No","No"
"UULRV83744","Yes","Yes","No","Yes","Yes","Yes"
"YKQTY21084","Yes","No","No","No","No","No"
"PFNIK28622","No","No","No","No","No","No"
"HYAPG28569","No","No","No","No","No","No"
"GNWHM37076","No","No","No","No","No","No"
"BJLSL23634","Yes","No","Yes","Yes","Yes","Yes"
"MITLP36635","Yes","No","Yes","Yes","Yes","No"
"DFEZH08408","No","No","No","No","No","No"
"HMFFH58798","Yes","Yes","Yes","Yes","Yes","Yes"
"BEGSG47238","No","Yes","Yes","Yes","Yes","Yes"
"BWUCK39761","Yes","No","No","No","Yes","Yes"
"RFMVS71205","No","No","No","No","Yes","No"
"FRFZQ82926","Yes","Yes","No","No","No","Yes"
"BQJEI94809","Yes","Yes","No","Yes","No","No"
"ZTLPI43508","Yes","No","Yes","Yes","Yes","Yes"
"GCZHZ37637","Yes","No","No","Yes","Yes","Yes"
"XUHBX16581","No","No","Yes","Yes","No","No"
"QZPQS25079","Yes","No","No","Yes","No","Yes"
"JJHGS05648","No","No","No","Yes","Yes","No"
"BOOHV97509","No","Yes","No","No","No","No"
"HHUOZ87736","No","No","No","Yes","Yes","No"
"MXCSE13357","No","No","Yes","No","No","Yes"
"CSMJE60297","No","No","No","No","No","No"
"RMEZH87072","Yes","Yes","No","Yes","No","No"
"CHWSK07718","Yes","Yes","Yes","Yes","No","No"
"KBKZP37031","No","No","No","No","No","No"
"LGWQI94772","Yes","Yes","Yes","Yes","Yes","No"
"JCPIB08723","No","Yes","No","Yes","No","No"
"IDLEK99099","Yes","No","No","No","Yes","Yes"
"YXVVA28746","Yes","No","Yes","Yes","Yes","Yes"
"MQUEA46761","Yes","Yes","Yes","No","Yes","No"
"PIQHM05806","Yes","Yes","Yes","Yes","No","No"
"SAOTC52435","Yes","No","No","No","No","No"
"YSPJJ50121","No","No","Yes","No","No","Yes"
"AHOUP52888","No","No","No","Yes","No","No"
"MXJIV74882","No","No","No","No","Yes","No"
"XOBQA98679","Yes","Yes","Yes","No","Yes","Yes"
"NKCXI55783","Yes","Yes","No","Yes","Yes","No"
"SSWAG11011","No","No","No","No","No","No"
"LDZUE00824","No","No","No","No","No","No"
"CKLOR20039","Yes","No","Yes","Yes","Yes","No"
"IDSTG06798","No","No","No","No","No","No"
"JTEEC77294","No","No","No","No","No","No"
"LOAHA15502","Yes","No","No","Yes","No","No"
"TAVKX83366","Yes","Yes","Yes","Yes","No","Yes"
"VEPUF91142","Yes","Yes","No","Yes","No","No"
"BHGOG26881","No","No","No","Yes","No","No"
"OEQZH20383","No","No","Yes","Yes","No","No"
"HZZHQ47676","Yes","No","Yes","No","No","No"
"XWZFY00939","Yes","No","Yes","Yes","Yes","No"
"CNNKB10889","Yes","Yes","Yes","Yes","No","Yes"
"NECEV45669","Yes","No","Yes","Yes","No","No"
"OIEDU74107","No","Yes","Yes","No","No","No"
"MYGPK75494","Yes","Yes","Yes","No","Yes","No"
"EPFBG00568","No","Yes","Yes","No","No","Yes"
"USPKF50328","Yes","Yes","Yes","Yes","Yes","No"
"WSNTY67236","Yes","No","Yes","Yes","Yes","Yes"
"OIYEJ11954","No","No","No","Yes","Yes","No"
"YESJC79642","Yes","Yes","Yes","No","No","No"
"SNNEW59955","Yes","No","Yes","Yes","Yes","No"
"EHEVJ99041","No","No","Yes","No","Yes","No"
"AEHIG78763","No","Yes","Yes","Yes","Yes","Yes"
"XXSOG29781","No","Yes","No","No","No","Yes"
"KTFRE25857","Yes","Yes","No","Yes","No","Yes"
"TAJYI48473","No","No","No","Yes","Yes","No"
"XUSCI77528","Yes","No","Yes","Yes","Yes","No"
"HOWRP43345","Yes","Yes","Yes","Yes","Yes","Yes"
"KWOKW44452","Yes","Yes","No","No","No","No"
"FITGH05419","No","Yes","No","Yes","No","No"
"EQPIM80396","No","Yes","Yes","Yes","Yes","Yes"
"FVJLC64749","No","No","No","Yes","No","No"
"EKTKM37769","No","No","No","No","Yes","No"
"ZZKBD70366","No","No","Yes","Yes","No","Yes"
"XIMLN30069","No","No","No","Yes","Yes","No"
"XCFYV76684","No","No","No","Yes","Yes","No"
"IMRMM61012","No","No","Yes","Yes","Yes","No"
"NUIAA78391","Yes","Yes","No","No","No","No"
"CPURM76616","No","No","No","Yes","No","Yes"
"EJXRD55832","Yes","Yes","Yes","Yes","No","Yes"
"JCGNI70558","Yes","Yes","Yes","Yes","Yes","Yes"
"PEPNS76368","No","No","No","No","No","No"
"PLRLP76198","Yes","Yes","Yes","Yes","No","No"
"EEWWM24786","No","No","No","Yes","Yes","No"
"YLBMM63055","Yes","No","Yes","Yes","Yes","Yes"
"WYGFR44293","No","No","No","No","No","Yes"
"PUPMC60648","No","Yes","No","No","No","Yes"
"FSPVW10975","No","Yes","Yes","No","No","No"
"CBREO90585","No","No","No","No","No","No"
"ZBZZV92393","No","No","Yes","Yes","Yes","No"
"SJCZT52998","No","No","Yes","Yes","Yes","No"
"ZBPOQ76709","No","Yes","No","No","No","Yes"
"JMNKX87495","No","Yes","Yes","No","Yes","No"
"QYTCF20677","Yes","No","Yes","Yes","Yes","Yes"
"GUDCL10362","Yes","Yes","No","Yes","Yes","Yes"
"XLDOF53751","Yes","Yes","Yes","Yes","Yes","Yes"
"CSNMG31911","No","No","No","No","Yes","No"
"EQOEP38746","No","No","No","Yes","Yes","No"
"SAWMO75172","No","Yes","No","No","No","No"
"IAICY26095","No","No","No","No","No","No"
"CTHOL33342","No","No","No","No","No","No"
"EECDB65139","No","No","No","No","No","No"
"RVMTE49457","No","No","Yes","No","Yes","No"
"ABEPT95897","Yes","No","No","No","Yes","Yes"
"HCETZ42484","Yes","No","Yes","No","No","No"
"SKORY18626","Yes","No","No","No","Yes","No"
"INRLC78811","Yes","No","No","Yes","Yes","No"
"OCEQI71633","No","No","Yes","Yes","Yes","Yes"
"POXGX80669","No","No","No","Yes","No","No"
"EIVQS84024","Yes","Yes","No","Yes","Yes","No"
"USMEC13254","Yes","Yes","Yes","No","Yes","No"
"ZPALD40498","No","Yes","Yes","Yes","Yes","No"
"WRYZE63939","No","No","No","Yes","Yes","No"
"DTCZB19716","Yes","Yes","Yes","Yes","Yes","Yes"
"FLBGS16849","Yes","No","No","No","Yes","Yes"
"SMHXL75088","Yes","No","No","No","Yes","No"
"XIBUM84299","No","Yes","No","Yes","Yes","No"
"GWWAV60618","Yes","Yes","Yes","No","Yes","No"
"LQOGP56802","Yes","Yes","Yes","Yes","Yes","Yes"
"IJRHS60505","Yes","No","Yes","Yes","Yes","No"
"SVHYR03639","Yes","Yes","Yes","Yes","Yes","Yes"
"UVGOX69973","Yes","Yes","Yes","Yes","Yes","Yes"
"EAFCZ58583","No","No","No","No","No","No"
"EKAPL35831","No","No","No","Yes","No","No"
"BQULA16859","Yes","No","Yes","No","Yes","No"
"WDIOK33293","Yes","No","No","Yes","Yes","No"
"YWVYA21229","No","Yes","No","No","No","No"
"CPCBC93065","No","No","No","No","No","No"
"SKGRX89759","Yes","Yes","Yes","Yes","Yes","Yes"
"QOJRX28942","No","No","No","No","Yes","No"
"XRIKE81891","No","No","No","Yes","Yes","No"
"ZTEOB02531","Yes","No","No","Yes","Yes","Yes"
"NRXKX46291","No","No","No","No","No","No"
"YDIXR82685","Yes","Yes","Yes","No","No","No"
"TTNYJ15694","Yes","No","No","No","No","No"
"KPJIP40907","No","No","No","No","No","No"
"IRCFR53122","Yes","No","Yes","Yes","No","No"
"VTYID92245","Yes","Yes","Yes","Yes","Yes","Yes"
"ENZGF37968","Yes","No","No","Yes","No","Yes"
"VHUBQ17328","No","No","No","No","No","No"
"APGRB01646","Yes","Yes","Yes","Yes","Yes","Yes"
"LUTYD99874","No","Yes","No","No","No","Yes"
"XJQFU50676","Yes","No","Yes","Yes","Yes","Yes"
"FMOKZ26569","No","No","No","No","No","No"
"POCUI65682","No","No","No","Yes","Yes","Yes"
"WMRBW74459","Yes","No","Yes","No","Yes","Yes"
"XADXF22094","No","No","No","No","No","No"
"EWWZL25237","Yes","No","No","No","No","No"
"SALNE22949","Yes","No","Yes","No","No","Yes"
"NGXBJ24609","No","No","No","No","No","No"
"JSSWH42388","No","No","Yes","Yes","Yes","No"
"GIGGQ63521","Yes","Yes","Yes","Yes","Yes","Yes"
"KHNJP55246","No","Yes","Yes","Yes","Yes","No"
"FHJBZ91277","Yes","Yes","Yes","Yes","Yes","Yes"
"XFJMR13607","Yes","No","Yes","Yes","Yes","Yes"
"EVZMJ45654","Yes","Yes","No","No","No","Yes"
"IGKFF00118","Yes","No","Yes","Yes","Yes","No"
"VCQOH79899","No","Yes","Yes","Yes","Yes","Yes"
"CJKPV03786","Yes","Yes","Yes","Yes","Yes","Yes"
"BOHSE89993","No","No","No","Yes","Yes","No"
"NHFRF55334","Yes","No","No","Yes","No","Yes"
"CFOSN66279","Yes","Yes","Yes","Yes","No","No"
"RQDAY16417","Yes","No","No","Yes","Yes","No"
"IHLOO11422","No","No","No","Yes","Yes","No"
"VUVJN29315","Yes","Yes","Yes","No","No","Yes"
"FRYVH11166","Yes","Yes","No","No","No","Yes"
"HJRLT80518","No","No","No","No","No","No"
"SGXHH20377","Yes","No","Yes","No","Yes","No"
"OYWBN75763","No","No","No","No","No","No"
"DHUTR26754","Yes","No","No","Yes","Yes","No"
"DZKRF68449","No","No","No","No","No","Yes"
"LDTTC08678","No","No","Yes","Yes","Yes","Yes"
"EFAEP00197","Yes","Yes","Yes","No","Yes","No"
"VRRTK66896","Yes","Yes","Yes","Yes","Yes","No"
"IHLEI53115","Yes","Yes","No","No","Yes","Yes"
"HWIML29903","No","No","No","Yes","Yes","No"
"HBPBS71342","Yes","No","Yes","Yes","Yes","Yes"
"JSNFM95652","No","No","No","No","No","No"
"JEWRQ39469","No","No","No","Yes","Yes","No"
"RXDGG77186","No","No","No","No","No","No"
"CEBID56095","Yes","No","Yes","Yes","No","No"
"VCCPB79161","Yes","No","No","No","No","No"
"GIRWB64579","No","No","No","No","No","No"
"ZGQGL63664","No","No","No","No","No","No"
"BNRLG07275","Yes","No","Yes","No","Yes","Yes"
"FECYY61726","No","No","No","No","Yes","No"
"UGLLK59444","No","No","Yes","Yes","Yes","Yes"
"XWFZQ39829","No","No","No","No","No","No"
"XCSLJ43167","No","Yes","No","No","No","No"
"IKDZA90509","No","No","No","No","Yes","No"
"DKUCO67284","Yes","Yes","No","Yes","Yes","No"
"JQYUN89927","No","No","Yes","Yes","Yes","No"
"RZJYU35407","No","Yes","No","No","Yes","No"
"NTDOH54816","No","Yes","Yes","Yes","Yes","No"
"FEGMU08978","No","No","Yes","Yes","Yes","No"
"FMFXO25309","No","No","Yes","Yes","Yes","Yes"
"WYNSR84676","No","Yes","No","No","No","Yes"
"LNFVV49764","Yes","No","Yes","No","No","No"
"KWMXE43073","Yes","No","No","No","No","Yes"
"GRUIK17699","No","No","No","No","No","No"
"VCPFK45019","No","No","Yes","No","No","Yes"
"IFSDP50894","Yes","Yes","Yes","Yes","Yes","No"
"BIHHD95267","No","Yes","No","No","No","No"
"RNGBH51745","Yes","No","No","No","Yes","Yes"
"XRIEN36965","No","Yes","Yes","Yes","Yes","Yes"
"NRBTZ61745","No","Yes","No","No","No","No"
"BUETV86609","No","No","No","No","No","No"
"OQSPS15964","Yes","No","No","No","No","No"
"AYBAA71479","No","No","No","No","No","No"
"FVPTA01564","No","Yes","No","No","No","Yes"
"XAIXZ59394","No","No","Yes","No","No","No"
"TVGUR07098","No","No","No","No","No","No"
"GEFRM46863","Yes","No","Yes","Yes","No","Yes"
"ZLLIG18452","Yes","No","No","No","No","No"
"NYMVI83507","Yes","No","Yes","No","No","Yes"
"GZLDO50288","No","No","No","No","No","No"
"SNVCK11259","No","No","No","No","No","No"
"VENRZ73198","No","No","Yes","No","Yes","Yes"
"HDOEW31659","No","No","No","No","No","No"
"WGNGG10952","Yes","No","No","Yes","Yes","No"
"UWKHF69599","No","No","No","No","No","No"
"EXYQL00937","No","No","No","Yes","Yes","No"
"CLBZW85654","No","No","Yes","No","Yes","No"
"SZQAS89675","Yes","No","No","No","No","No"
"CRUVC77894","Yes","Yes","Yes","No","No","Yes"
"XWXCE01341","No","No","Yes","Yes","Yes","Yes"
"KICAO78013","No","No","No","No","No","No"
"USHJS76036","No","No","No","No","No","No"
"ZTWSM96595","Yes","No","Yes","Yes","Yes","Yes"
"VPNET76212","No","No","Yes","No","No","Yes"
"FEKLD17324","Yes","No","Yes","No","Yes","No"
"YJBCS11228","Yes","Yes","No","No","No","No"
"FLDFB67112","No","No","No","No","No","No"
"WKZGT96854","No","No","No","No","No","No"
"JEFDW49055","No","No","Yes","No","Yes","No"
"CWYHH85978","No","No","No","Yes","Yes","No"
"QQJYD36588","Yes","Yes","No","Yes","Yes","No"
"DXNEG21805","No","No","Yes","Yes","Yes","No"
"QMDDL54389","Yes","No","No","Yes","No","No"
"RYCRE43938","Yes","Yes","Yes","Yes","Yes","No"
"MBHEV70727","No","No","Yes","No","No","No"
"ICXCT96758","No","Yes","Yes","Yes","Yes","Yes"
"NENYN66802","Yes","No","Yes","Yes","Yes","No"
"CYIDZ64589","Yes","Yes","No","No","No","No"
"WACZW11427","No","No","No","No","No","Yes"
"VKTGC33017","Yes","Yes","No","No","No","No"
"IRFIH52445","No","No","No","Yes","Yes","No"
"DHSMV47182","No","No","No","No","Yes","No"
"FZYSA18913","Yes","No","No","No","Yes","No"
"LBJQJ14691","Yes","No","Yes","Yes","Yes","No"
"BNPJY41151","No","No","Yes","Yes","Yes","Yes"
"LCIMN46089","No","No","No","No","No","No"
"ITGIC54562","Yes","Yes","Yes","Yes","Yes","Yes"
"TGTKO17678","No","No","No","No","No","No"
"WINES23253","Yes","No","Yes","Yes","Yes","No"
"OUQEC09403","Yes","No","No","No","No","No"
"KCJLT23482","Yes","Yes","Yes","No","No","No"
"CVKMU04615","Yes","No","Yes","No","No","Yes"
"VFYVK12157","No","Yes","Yes","Yes","No","Yes"
"IPYLT40725","No","Yes","No","No","No","No"
"ITPWD61734","Yes","No","Yes","No","No","No"
"KBFIT73891","Yes","No","No","No","No","No"
"WZLNC73305","Yes","No","No","No","Yes","No"
"MOJJJ90551","No","Yes","No","No","Yes","Yes"
"UJOEL99926","Yes","No","No","No","No","No"
"WFQWU26195","No","No","No","No","No","No"
"FLGGQ78511","Yes","No","No","Yes","No","Yes"
"JZFVG71394","Yes","Yes","Yes","No","No","No"
"PZOBW37715","No","No","Yes","No","Yes","No"
"ZEECP37338","No","No","No","No","No","Yes"
"ZHGPK49062","Yes","No","No","No","Yes","Yes"
"DKZTW74399","No","No","No","No","Yes","No"
"VVKWT78262","No","No","Yes","Yes","Yes","No"
"TJVOA16583","No","Yes","No","No","No","No"
"LYPMQ24398","Yes","No","Yes","Yes","Yes","No"
"LDUXP75963","No","Yes","No","No","Yes","No"
"QCSSM45246","Yes","Yes","No","Yes","No","No"
"VGHTO78168","Yes","No","Yes","No","No","Yes"
"IGHWF30924","Yes","No","Yes","No","No","No"
"QVXLR66463","Yes","No","Yes","Yes","Yes","No"
"KGVOX90747","No","Yes","No","No","Yes","No"
"XGYAZ53604","Yes","Yes","Yes","Yes","Yes","Yes"
"WYROK03549","No","No","Yes","Yes","Yes","Yes"
"OGKQZ97786","Yes","Yes","Yes","Yes","Yes","Yes"
"JPIAM41394","No","Yes","No","Yes","No","Yes"
"IYOIJ38822","Yes","Yes","Yes","Yes","Yes","Yes"
"OYPDY77609","No","No","No","No","Yes","No"
"WBJYI77866","Yes","No","No","No","No","No"
"HLENU41023","Yes","Yes","Yes","No","No","No"
"UPSKJ77182","Yes","Yes","No","Yes","Yes","Yes"
"PFEUZ41109","No","No","No","No","No","No"
"ZTDHO30276","No","No","No","Yes","Yes","No"
"QTJNO48332","Yes","Yes","No","No","No","No"
"YEAYS01413","Yes","No","Yes","No","No","No"
"WMWVG98223","Yes","Yes","Yes","No","Yes","Yes"
"YUNGG36126","Yes","No","Yes","Yes","Yes","Yes"
"TOALD76655","No","No","No","No","No","No"
"XWQHA50272","No","No","No","No","No","No"
"JUBUO94432","Yes","Yes","Yes","Yes","Yes","Yes"
"ZUSFD23255","No","Yes","No","Yes","Yes","No"
"PBDIN69535","Yes","No","Yes","No","Yes","Yes"
"ZVOUO32475","No","No","No","Yes","No","No"
"CZTTH66294","No","No","No","Yes","No","No"
"LVPNX21764","Yes","Yes","Yes","Yes","Yes","Yes"
"SQFSW95051","Yes","No","No","Yes","No","No"
"DKUQH79783","No","No","Yes","No","No","No"
"BPOMJ38074","No","Yes","No","Yes","Yes","No"
"UOTYM19607","Yes","Yes","Yes","Yes","Yes","No"
"ARGQJ95603","No","No","No","No","Yes","No"
"DMSFH52946","No","No","No","Yes","Yes","No"
"ITVKB24859","No","No","No","Yes","No","No"
"HYCDE79676","No","No","No","No","No","No"
"DQWAQ21351","Yes","No","No","No","Yes","No"
"UGGSO60228","Yes","No","No","No","No","No"
"HLVXI79719","No","No","No","Yes","No","No"
"XSNYE70212","No","Yes","Yes","Yes","No","Yes"
"PHGZF19867","Yes","Yes","No","No","No","No"
"MUEYH51183","Yes","No","No","Yes","Yes","Yes"
"NFECX38415","Yes","Yes","Yes","No","No","Yes"
"JCHRQ34946","No","No","No","No","No","No"
"VHLUL54404","Yes","No","No","Yes","Yes","Yes"
"ATFGB06164","No","No","No","No","No","No"
"FBDFF26078","No","No","No","No","No","Yes"
"LNXKW37173","No","Yes","No","No","Yes","No"
"MLBUN79543","No","No","Yes","Yes","Yes","Yes"
"JPPHA66465","Yes","Yes","No","No","No","No"
"SMEOE00135","Yes","Yes","Yes","Yes","Yes","Yes"
"TNQGW98785","No","No","No","Yes","No","No"
"IQHWP97771","No","Yes","Yes","Yes","No","No"
"BFQHT05706","Yes","No","Yes","No","No","No"
"MVEHD52859","Yes","Yes","Yes","Yes","Yes","No"
"FPDLG90937","Yes","No","Yes","Yes","No","Yes"
"AHJXR25223","No","Yes","Yes","Yes","Yes","Yes"
"WSLOY93738","Yes","No","Yes","No","Yes","Yes"
"UZDLF61563","No","Yes","Yes","No","No","Yes"
"TOVMS03788","No","No","No","Yes","No","Yes"
"QBZFP24366","Yes","No","No","No","Yes","No"
"XRIUO34024","Yes","Yes","No","No","No","Yes"
"BSTRX49297","No","No","No","No","Yes","No"
"INHLN02851","Yes","Yes","No","No","No","No"
"EQDRN45017","No","No","No","No","No","No"
"CNPZE03371","Yes","No","Yes","Yes","Yes","No"
"QAGFO22721","No","No","No","No","No","No"
"QPKTE50272","No","No","No","No","No","No"
"BHIXO54238","Yes","No","No","No","No","No"
"CECEE13382","Yes","No","Yes","No","Yes","No"
"GAXQD27181","No","No","No","No","No","No"
"JORSO33364","Yes","No","Yes","Yes","Yes","Yes"
"WUYWF54852","No","Yes","Yes","No","Yes","No"
"WOZGU88687","Yes","No","Yes","Yes","Yes","No"
"ZGQDF72466","No","Yes","No","No","No","Yes"
"ZUIYL45126","No","No","No","No","No","No"
"LTMKD83613","No","No","No","No","No","No"
"NQBPF26974","Yes","No","No","Yes","Yes","Yes"
"HXFNF68729","No","No","Yes","No","No","Yes"
"PQGDQ23305","Yes","No","No","No","No","Yes"
"AANRQ29996","Yes","Yes","No","No","Yes","Yes"
"EFNBM51984","Yes","No","Yes","No","Yes","No"
"UPYBR81851","No","No","No","No","No","No"
"INQIK57805","No","No","No","No","No","Yes"
"YBNAK67913","No","No","No","No","No","No"
"FLJJF59311","No","No","No","No","No","No"
"FOYAS61315","No","Yes","Yes","No","No","No"
"TBABQ59855","No","Yes","No","Yes","Yes","No"
"IKFSE49987","No","No","Yes","Yes","Yes","No"
"FEXWF09806","No","No","Yes","No","No","No"
"SLNIL60758","Yes","No","Yes","Yes","No","No"
"BUYWN72798","Yes","Yes","Yes","Yes","Yes","No"
"IIWKZ53379","No","No","Yes","No","Yes","Yes"
"JISKB36055","Yes","Yes","No","No","No","No"
"WTPYD22678","Yes","No","Yes","Yes","No","No"
"UCJHZ67973","Yes","No","Yes","Yes","Yes","No"
"GFZOR27164","Yes","Yes","Yes","No","No","No"
"HJZSM53931","Yes","Yes","Yes","Yes","No","Yes"
"PSXHK70139","No","No","Yes","Yes","Yes","Yes"
"UXESG53125","No","No","Yes","Yes","Yes","No"
"EGCBI67418","No","Yes","No","Yes","No","No"
"IEUXJ62042","No","No","Yes","No","No","Yes"
"BRMMA63532","Yes","Yes","No","Yes","Yes","No"
"JMOGN23444","Yes","No","Yes","No","Yes","Yes"
"MPJQO20779","No","No","No","No","No","No"
"TTVAX80913","No","No","Yes","Yes","Yes","No"
"RBKER69005","No","No","Yes","Yes","No","No"
"QBEHW83198","Yes","No","No","No","Yes","No"
"XZZQI52068","Yes","No","No","No","No","Yes"
"OFXHY95298","No","Yes","No","No","Yes","No"
"AHJKS43244","No","Yes","Yes","No","No","No"
"TSRRM21333","Yes","Yes","Yes","Yes","Yes","No"
"ZMYOQ28094","No","No","Yes","Yes","Yes","No"
"RMHCI40324","No","Yes","Yes","No","No","No"
"WQJUX84099","No","No","Yes","Yes","Yes","Yes"
"YHDOE15365","No","Yes","No","No","No","Yes"
"BJXIK29872","Yes","Yes","Yes","Yes","Yes","No"
"JQAIK82635","No","No","No","No","No","No"
"SRFEG34527","No","No","No","No","No","No"
"BEHZK59851","Yes","No","Yes","Yes","Yes","No"
"JCRGJ49935","No","No","Yes","No","No","Yes"
"YYTYI65219","No","No","No","Yes","Yes","No"
"DWPZT61589","No","No","No","No","No","No"
"MRGLV23053","No","No","No","No","No","Yes"
"KVJFF21548","Yes","No","No","No","No","No"
"YSEZE20384","Yes","Yes","No","No","No","Yes"
"HKBQX18776","No","Yes","No","No","No","Yes"
"JJMYL15448","No","Yes","Yes","No","Yes","Yes"
"SXDAG55832","No","No","No","No","No","No"
"JCOMS86466","Yes","No","Yes","No","No","Yes"
"QBXKL60488","Yes","No","No","No","No","No"
"SGYTS62426","Yes","Yes","No","No","Yes","No"
"OZDTJ46262","Yes","No","No","Yes","Yes","Yes"
"CSNBY40241","Yes","Yes","Yes","No","No","Yes"
"LUEIZ41128","No","No","No","Yes","Yes","No"
"DFGTK62525","No","Yes","Yes","No","No","Yes"
"QVIJA44229","No","No","No","No","No","No"
